city,hotelName,source,username,userRating,timeCmt,userCmt
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Minh C. Q.,"8,5",11/06/2018,"Điểm cộng khách sạn blue sea có vị trí tốt, gần biển và quảng trường nguyễn tất thành, tiện cho việc tham quan và ăn uống. Các điểm ăn sáng cũng gần, ngoài ra cũng tiện mua hoa quả ở đường nguyễn huệ. Phòng family có 2 giường to, sạch sẽ, phòng tắm rộng, có ban công. Điểm trừ khách sạn ko cấm được khách hút thuốc trong phòng nên lúc mình mới vào sặc sụa mùi thuốc, phải chạy điều hòa 1 lúc mới hết. Các phòng double, triple ko có ban công và cửa sổ, chỉ có ô thoáng."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Nguyen H. N.,"9,4",09/06/2018,Khách sạn rất sạch sẽ. Vị trí ngay trung tâm. Nói chung tôi hài lòng.
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,nguyen t. t. n.,"8,5",18/06/2018,"Khách sạn rất sach sẽ, nhân viên nhiệt tình."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Hán H. N.,"8,5",16/09/2023,"Khách sạn ở khu trung tâm thành phố, gần biển và gần phố ẩm thực, phòng sạch sẽ, được nhân viên dọn dẹp hàng ngày, mình rất ưng ý!"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,nguyen t.,"8,5",08/12/2017,"Khách sạn gần biển, sạch sẽ, nhân viên rất nhiệt tình nhưng phòng hơi bé."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Thai N. B. T.,"9,7",08/10/2018,"Khách sạn gần biển, các hẻm xung quanh có bán đồ ăn và trà sữa khá nhiều. Phòng đẹp, có bàn ghế làm việc. Wifi cực nhanh, tiếp tân và bảo vệ vui vẻ, dọn phòng đều đặn và sạch. Về không hài lòng thì cửa thẻ từ hiện đại nhưng cách âm chưa được tốt, nghe tiếng cười đùa bên ngoài khá rõ. Nước nóng phải mở tầm 2 phút mới bắt đầu ấm lên. Nhưng nhìn chung vậy là quá ổn so với giá, sẽ quay lại lần tới nếu đến quy nhơn"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Chau T. T. T.,"9,4",06/11/2017,"Khách sạn gần biển, phục vụ nhiệt tình nhất là bác bảo vệ ban đêm, giúp đỡ tụi mìh rất nhiệt tình, hy vọng sẽ đến lại lần sau"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Wahyudi B.,"8,8",06/09/2017,Giá không bao gồm ăn sáng
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Tuan Tran,"9,4",30/08/2017,"Phòng đẹp, sạch sẽ, trang thiết bị mới, lễ tân nhiệt tình, tuyệt!"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Huynh N. K. H.,"9,7",14/09/2017,"Phòng ốc rất đẹp, nhân viên lịch sự, có chú bảo vệ rất nhiệt tình. Nói chung đây là khách sạn đáng để ở"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Anh n.,"9,3",13/09/2017,"Phòng sạch sẽ, thuận tiện và làm đẹp."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Daisy P.,"8,2",17/09/2017,Khách sạn mới ok nhưng thái độ nhân viên lễ tân kém
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Ta Thanh P.,"10,0",23/09/2017,"Khách sạn sạch sẽ, nhân viên nhiệt tình"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Bui Anh Son,"8,5",22/09/2017,Gần bãi biển và có một cái nhìn tốt
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Thi D. D.,"9,7",27/09/2017,Khách sạn sạch sẽ và nhân viên thân thiện
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Dinh T. T.,"9,1",03/10/2017,"Khách sạn tiện nghi, sạch sẽ, phí hợp lý"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Tran N. P. A.,"9,1",30/09/2017,"Khách sạn tốt, nhân viên dễ thương. Đặc biệt cháu cám ơn bác bảo vệ của khách sạn nhiều lắm."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Phan N. M.,"9,7",08/10/2017,"Kha ch sa n kha thoa i ma i, cho thuê xe ma y mơ i. Gâ n khu ăn vă t, khu ha i sa n bi nh dân, ca ch biê n 50m, thuâ n tiê n đi la i"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Le Trang,"8,8",19/10/2017,"Nhân viện thân thiện, phòng ốc sạch sẽ"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Nguyen V. H.,"8,2",25/10/2017,"Sạch sẽ, nhân viên vui vẻ, không có ăn sáng"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,nguyen t. m. t.,"8,5",26/10/2017,"Khách sạn mới, sạch sẽ, gần trung tâm, các địa điểm ăn uống."
Quy Nhơn,Blue Sea Hotel Quy Nhon,GoogleMap,Nguyen T. Q. A.,"8,8",29/10/2017,Phù hợp với giá tiền và sự sạch sẽ
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Lucy H.,"10,0",07/11/2017,"Dịch vụ tốt, phòng sạch sẽ, tôi rất hài lòng."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Tran T. T. D.,"9,7",07/11/2017,Khách sạn khá ok. Giá cả rất phải chăng
Quy Nhơn,Blue Sea Hotel Quy Nhon,GoogleMap,Le Tien T.,"9,7",30/11/2017,"Khách sạn tốt, nhân viên nhiệt tình, gần biển gần khu ẩm thực."
Quy Nhơn,Blue Sea Hotel Quy Nhon,GoogleMap,Anh N.,"8,5",17/11/2018,"Phòng sạch, điều hoà, nóng lạnh đầy đủ. Mỗi cái không có cửa sổ thông thoáng thôi! còn lại rất ok."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Cao H. Y. V.,"9,1",03/11/2018,"Vị trí tốt, giá hợp lý, nhân viên thân thiện"
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Hieu V.,"9,7",14/02/2018,Khách sạn mới rất sạch sẽ và ok. Nhân viên phục vụ có thái độ chuyên nghiệp và thân thiện. Gần biển và trung tâm thành phố.
Quy Nhơn,Blue Sea Hotel Quy Nhon,GoogleMap,Lai T. T. N.,"8,5",30/01/2018,"Nhân viên khách sạn rất nhiệt tình, thân thiện, đặt mua quà mang về cũng rất là ok. Phòng sạch sẽ, nhóm mình 4 người nhận phòng duy nhất trên sân thượng, có xích đu, view đẹp. Nhóm mình nhận phòg sớm, 9h là đã nhận phòng, ngày trả phòng cũng trễ, 15h mới trả phòng nhưng khách sạn không hề tính phí nào hết. Vị trí không phải là sát bên bờ biển nhưng cũng gần biển, có thể đi bộ ra biển và đi bộ ra quảng trường nguyễn tất thành. Đối diện khách sạn là quán trà sữa 2000 nổi tiếng, đông khách lắm, gần các nơi ăn vặt"
Quy Nhơn,Blue Sea Hotel Quy Nhon,GoogleMap,NGUYEN T. B. T.,"9,7",28/09/2018,"Nhân viên nhiệt tình dễ thương, lấy phòng sớm hơn 4 tiếng nhưng không lấy thêm tiền phụ phí. Phòng sạch và thoải mái. Cám ơn blue sea."
Quy Nhơn,Blue Sea Hotel Quy Nhon,Traveloka,Pham Van Ha,"8,5",07/09/2017,Nhân viên nhiệt tình. Khách sạn khá sạch sẽ và an ninh.
Quy Nhơn,CIEN Hotel,Traveloka,Linh N.,"9,7",15/05/2023,"Phòng thực tế đúng như hình, bạn nhân viên vui vẻ và nhiệt tình. Check in nhanh"
Quy Nhơn,CIEN Hotel,Traveloka,Anh T.,"6,0",01/10/2022,"Wifi trong phòng yếu, phòng quá nhiều muỗi và máy lạnh ít lạnh. Nói chung là không quay lại cien hotel"
Quy Nhơn,CIEN Hotel,Traveloka,PHAM D. T.,"8,5",01/08/2025,"Khách sạn cũng oce, wifi hơi tệ, mình lại được xếp phòng ở tầng 7 nữa, nước cũng yếu, nhìn chung tạm được"
Quy Nhơn,CIEN Hotel,Traveloka,Le Thanh L.,"8,5",03/09/2022,"Phòng mới , sạch sẽ thoải mái gần chợ và bãi biển điểm trừ là wifi yếu nhiều khi không dùng được"
Quy Nhơn,CIEN Hotel,Traveloka,Vo Le A. T.,"9,7",18/07/2022,"Phòng rộng rã, thoáng, giá rất ổn trong mùa du lịch, phù hợp cho tất cả mọi người"
Quy Nhơn,CIEN Hotel,Traveloka,Rôn T.,"8,5",23/08/2025,"Phòng đẹp như trong hình, nhân viên nhiệt tình nên đặt nha mọi người"
Quy Nhơn,CIEN Hotel,Traveloka,NGUYEN P. L. A.,"8,5",31/05/2022,"Lễ tân thân thiện, phục vụ nhiệt tình. Phòng đẹp, sạch sẽ. Có bàn là cho khách mượn và kháchsạn cho thuê xe máy để đi lại luôn"
Quy Nhơn,CIEN Hotel,Traveloka,L Th L.,"10,0",02/08/2023,Nhân viên nhiệt tình. Check out trễ 30 không tính thêm tiền. Nhờ xuất hóa đơn điện tử nhanh gọn không lấy thêm thuế
Quy Nhơn,CIEN Hotel,Traveloka,Phan H. G.,"9,7",16/05/2021,Phục vụ tận tâm. Phòng ốc sạch sẽ. Giá tiền ok. Sẽ quay lại
Quy Nhơn,CIEN Hotel,Traveloka,Nguyen K. T.,"9,7",12/09/2023,"Bạn tôi và tôi đã có 1 kỳ nghỉ thật tuyệt vời, khách sạn tiện nghi, sạch sẽ, nói chung không có từ nào để diễn ta, lần sau quay lại quy nhơn chắc chắn sẽ quay lại cien hotel ở rồi. Khách sạn ngay trung tâm thành phố, đi đâu cũng tiện lợi, nói chung là 10 điểm! gía cả như vậy là quá tuyệt vời! tụi mình thuê phòng đơn và phòng đôi, còn nói gì nữa, 10 điểm không có nhưng. Phòng đôi như kiểu bố trí của biệt thự cho quý ông quý bà đại gia vậy! xịn xò!"
Quy Nhơn,CIEN Hotel,Traveloka,H***a,"9,4",06/06/2024,"Thoải mái, nhân viên thân thiện, giá hợp lý"
Quy Nhơn,CIEN Hotel,Traveloka,Nu Th,"9,1",29/05/2022,"Phòng thì như hình nè. Nhân viên ok. Nhưng góp ý với khách sạn là nên có đồ bọc yên xe hoặc che tủ xe cho khách chứ để tới tầm 9h là xe đã nóng yên ngồi muốn bỏng da luôn, khách sạn không có tầng hầm để xe nên đầu tư vài miếng cho bọc yên xe cho xe máy nhé. Cảm ơn"
Quy Nhơn,CIEN Hotel,Traveloka,Ý Phan N.,"10,0",30/06/2024,Nhân viên hỗ trợ rất nhiệt tình. 10đ
Quy Nhơn,CIEN Hotel,GoogleMap,D***u,"9,4",20/07/2025,"Chỗ ở sạch sẽ, đầy đủ tiện nghi, phòng gọn gàng. Khách sạn thiết kế hiện đại. Có cầu thang thoát hiểm. Nhân viên nhiệt tình, thân thiện, dễ gần. Sẽ đến cien khi đến quy nhơn vào lần tới"
Quy Nhơn,CIEN Hotel,Traveloka,Duy T. N.,"9,4",22/06/2025,"Nhân viên thân thiện nhiệt tình, vị trí gần chợ, tạp hóa nên ăn uống rất tiện"
Quy Nhơn,CIEN Hotel,GoogleMap,D***o,"9,4",09/06/2024,"Nhân viên dễ thương, nhiệt tình. Phòng sạch sẽ."
Quy Nhơn,CIEN Hotel,Traveloka,T***p,"10,0",03/07/2024,"Khách sạn sạch sẽ, phòng như hình, nhân viên thân thiện chu đáo. Rất hài lòng. Sẽ quay lại khi đến quy nhơn."
Quy Nhơn,CIEN Hotel,GoogleMap,V***O,"10,0",22/07/2024,Nhân viên rất nhiệt tình dễ thương
Quy Nhơn,CIEN Hotel,Traveloka,Van D. N.,"9,1",18/08/2024,"Phòng khá rộng rãi với khu vực wc riêng biệt, giường ngang 1m6 nằm rộng rãi, máy lạnh mát nhưng sẽ khá lâu với diện tích lớn không có sẵn quạt máy, khăn tắm cũng khá cũ rồi. Được nhất là vị trí trung tâm, đi đâu cũng tiện. Trước khách sạn đậu được 1 xe ô tô, nếu thêm xe phải đậu đối diện. Cũng là lựa chọn tốt khi đến qn"
Quy Nhơn,CIEN Hotel,Traveloka,V***y,"5,0",05/05/2025,"Ks tệ, ko nên đến. Lên gg map để đọc cảnh báo nha mọi người vì ở đây giới hạn ký tự nên mình ko nói hết được."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Le Ba D.,"9,1",02/09/2018,Khách sạn chu đáo. Xứng đáng với tầm tiền
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Huynh T. L. K.,"5,7",18/08/2018,Khong gian khong duoc thoai mai lam
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,Khuu T. N.,"8,4",10/07/2018,"Khách sạn nên vệ sinh kĩ bồn cầu, vì hôi quá, wifi thì tệ ko chơi được, còn lại thì rất ok"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Pham M. T.,"8,5",04/07/2018,"Phòng tắm chưa được sạch sẽ, bồn tắm có nhiều tóc, lấm bẩn. Cốc thuỷ tinh dùng để đánh răng cũng rất bẩn, chưa được lau rửa. Phòng ngủ ok hơn"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Do Thi O.,"6,6",04/07/2018,Thái độ của nhân viên lễ tân nữ kém thân thiện
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,Bui T. K. B.,"8,5",29/06/2018,Chấp nhận được nếu bạn chỉ cần chỗ nghỉ ngơi sau khi đi chơi cả ngày
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Thanh,"8,3",20/06/2018,"Phòng hơi cũ, không có máy sấy, đun nước, nước suối tính tiền"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Doan N. Q. V.,"8,8",17/06/2018,"Giá tốt, view đẹp. Phòng hơi cũ nhưng sạch sẽ!"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,nguyen t. h.,"6,5",04/09/2018,"Có một đặc điểm chung là khách sạn quy nhơn mình ở không có nước, trà cafe. Nếu uống nước bạn sẽ bị tính tiền, pòng tương đối gọn gàng sạch sẽ"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Tran T. N. D.,"8,5",19/06/2018,"Phòng sạch sẽ, nhân viên thân thiện, giá hợp lý"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Nguyen T. T. T.,"6,0",27/05/2018,"Phòng bí, có mùi, khi xử nước ra bồn tắm thì có màu đen như nước sông. Nhưng anh lễ tân trực đêm hôm mình tới thì rất nhiệt tình, còn 2 chị lễ tân hôm sau thì mình ko hài lòng lắm. Hy vọng khách sạn sẽ cải thiện phòng tốt hơn."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Doan N. Q. V.,"8,5",15/05/2018,"Khách sạn sạch sẽ, view đẹp. Ăn sáng bình thường!"
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,VU THI Y. N.,"9,7",03/05/2018,Nói chung là dịch vụ khá tốt.
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Rin R.,"9,1",03/05/2018,"Phòng rộng, sạch đẹp, có cô nhân viên nhà hàng phục vụ bữa sáng, rất nhiệt tình và chu đáo ạ! khách sạn nằm trong trung tâm thành phố nên rất tiện đi ăn đi chơi trong thành phố! có wifi thì hơi tậm tịt )) cứ phải ra cửa với góc ngoài để câu được 2 vạch! nằm giường là coi như tịt luôn!"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Vu Tran N. T.,"9,7",26/06/2018,"Phòng đẹp, mới vào hơi có mùi nhưng sử dụng máy lạnh khoảng 5 tiếng thì sẽ ko còn mùi. Nhân viên vui vẻ, nhiệt tình, vị trí rất thuận tiện cho việc đi lại trong thành phố quy nhơn, chúng tôi sẽ quay lại lần sau."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Hue T.,"6,8",30/09/2018,"Khách sạn có vị trí ổn, đẹp. Nhưng nhân viên lễ tân không nhiệt tình lắm với khách. Hy vọng sẽ được cải thiện ạ."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,NGUYEN D. T. A.,"9,7",13/10/2018,"Phòng sạch, nội thất đẹp, giá cả phù hợp, gần trung tâm, khu ăn uống, lễ tân nhiệt tình, vui vẻ"
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,Ngoc T.,"10,0",18/10/2018,Tôi có 1 kỳ nghỉ tuyệt vời. Nhân viên thân thiện
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Duong N.,"8,5",01/03/2018,"Khá tốt, check in sớm nên phụ thu hơi nhiều dù phòng còn trống"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Na Chui,"8,3",14/03/2018,"Khách sạn với giá đó rất ok, tuy nhiên phòng nhiều muỗi do gần hồ, khăn ra không được sạch cho lắm. Ăn sáng ít món vị ăn được."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Ngo T. T.,"9,4",22/03/2018,"Phòng sạch sẽ, tiện nghi đầy đủ. Khách sạn gần trung tâm, tiện đi lại. Nếu có dịp tôi sẽ quay lại."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Le Thi M.,"5,5",15/04/2018,Phòng nhiều muỗi. Không được sạch sẽ lắm. Bữa sáng king khủng. Không thể check in sớm mặc dù khách sạn free. Nước nóng yếu ớt. Nhà tắm bẩn
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,n***n,"10,0",09/08/2025,"Khách sạn rất nhiệt tình nha, nhân viên take rất chu đáo"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Nguyễn Y.,"10,0",17/07/2025,"Nhân viên thân thiện, dễ thương."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,T***o,"10,0",02/07/2025,"Khách sạn sạch sẽ, dọn phòng mỗi ngày, fill nước mỗi ngày."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,HOANG N. T.,"8,3",08/10/2018,"Phòng ốc rộng rãi, tolet rộng, tuy nhiên khăn tắm hơi cũ và phòng có gián"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,hien b.,"9,4",18/06/2025,Nhân viên thân thiện .nhiệt tình.một trải nghiệm tuyệt vời tại ks
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,HUYNH V. T.,"9,4",17/05/2023,"Khách sạn ok, nệm êm, wc rộng rãi, có bãi xe máy tầng hầm, xe hơi để phía trên. Khách sạn đối diện bờ hồ tối có thể ra hóng mát, ngắm cảnh. Có 1 điều cực kì khó chịu là mình đang ngủ trưa, có treo biển không làm phiền mà nhân viên dọn phòng mở cửa vô thẳng phòng luôn, rất bất lịch sự"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Nguyen T. H.,"8,7",14/10/2019,Đã có chút trục trặc khi mình đặt khách sạn này nhưng mọi thứ đã được thu xếp ổn thoả. Mình cảm thấy hài lòng
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Thuy T.,"8,4",03/07/2019,"Khách sạn ok, sạch sẽ nhưng hơi xa trung tâm. Mình đặt pòng có ăn sáng nhưng khi nhận pòng thì lại không có ăn sáng"
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,Nguyen B. K. D.,"5,8",20/06/2019,"Khách sạn cũ, đèn phòng hư, remote máy lạnh không chỉnh độ được, tivi bị hạt mưa không xem được."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,NGUYEN P. S.,"6,3",16/05/2019,"Hình ảnh phòng khi booking là phòng 2 giường đơn nhưng đến khi nhận là 1 giường đôi. Phòng không có chai nước lọc, khi hỏi lễ tân thì né không trả lời."
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Nguyen D. N. M.,"9,0",25/04/2019,Khá ổn trong tầm giá. Nhân viên phục vụ tận tình
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Pham T. X. H.,"8,5",12/12/2018,"Khách sạn sạch sẽ, rất hài lòng"
Quy Nhơn,Cali Hotel Quy Nhon,Traveloka,Vo Nguyet A.,"10,0",31/01/2025,Nhân viên rất nhiệt tình và dễ thương
Quy Nhơn,Cali Hotel Quy Nhon,GoogleMap,Thuy T.,"9,0",27/06/2019,"Phòng ốc luôn được dọn dẹp sạch sẽ, luôn để điều hoà khi khách ra ngoài (điều này mình thích vì khi đi ra ngoài về vào pòng thấy thoải mái liền). Nhưng tiếc là đặt phòng có bao gồm bữa sáng nhưng thực tế lại không có"
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,Do Thi T. T.,"9,7",02/08/2022,"Phòng giống hình, sạch sẽ, mới"
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,Nguyen T. T. T.,"9,7",16/07/2022,Khach sạn đẹp ngay biển. Nhân viên rất dễ thương
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,Nguyen M. H.,"8,3",06/05/2023,Vị trí phòng không được view biển hoàn toàn như booking phòng family 2 phòng ngủ như không bố trí 2 wc
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,C***O,"6,8",15/11/2024,Thất vọng vì không có buffet ăn sáng
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,NGUYEN T. K. O.,"10,0",10/05/2025,"Mình đặt gấp nhưng khách sạn vẫn còn phòng, gần trung tâm thuận tiện việc đi chơi, giá cũng ok, nhân viên thân thiện"
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,Kieu H. Y.,"9,4",15/09/2025,"Vị trí đẹp, nhân viên bảo vệ rất nhiệt tình, do không may mắn nên phòng hư máy lạnh, đổi sang phòng khác thì ok hơn"
Quy Nhơn,Canary Gold Hotel Quy Nhon,Traveloka,Khách đã xác minh,"10,0",17/10/2025,"Mình đặt phòng không view nhưng khách sạn đã đổi cho phòng có view biển trực diện, tiện ích tại khách sạn quá tuyệt vời. Đồ ăn sáng quá ngon, nhiều món đa dạng. Bình thường khách sạn khác đặt trên app mà không có mục hồ bơi sẽ mất thêm phí 50k. Nhưng khách sạn này mình vào free hồ bơi vô cực nha mn. Gia đình mình rất thích trải nghiệm tại đây nếu tới quy nhơn mình sẽ book lại, chuyến đi tuyệt vời."
Quy Nhơn,Casa Marina Resort,Traveloka,Thuy T.,"8,5",29/12/2018,"Casa marina resort nhỏ xinh, yên bình và thân thiện. Không khí trong lành khoẻ khoắn của vùng biển được cộng hưởng cùng những rặng cây xanh mát, rất thích. Hồ ao súng cũng là điểm cộng khi pha một cốc cafe và ngồi ngắm bình minh hoặc hoàng hôn ngoài hiên. Gia đình tôi nghỉ tại casa vào mùa thấp điểm, nên cả resort rất tĩnh lặng. Đây lại là điều tôi yêu thích nhất. Đồ ăn sáng, dù đa số những ngày tôi ở, là phục vụ gọi món nhưng rất ngon và vừa vặn. Bể bơi dù nhỏ, nhưng sạch sẽ và các con tôi gần như dành toàn bộ thời gian ở đây. Tuy nhiên, nếu resort đông hơn một chút thì sẽ rất ồn ã và quá tải cho bể bơi nhỏ xinh này. Ăn uống rất tiện lợi khi bạn có thể vào làng chài ngay bên cạnh để ăn đồ hải sản tươi sống. Gia đình tôi 8 người, 6 người lớn, 2 trẻ nhỏ thường chỉ ăn hết trung bình 1.2t/bữa tú hụ tôm/ghẹ/cá mú, mực, ốc. Có món canh rong biển rất tốt cho khớp. Hoặc bạn có thể ăn ngay trong resort, giá không đắt lắm. Phòng ở nhỏ, song sạch sẽ. Trừ phòng tắm hơi mùi do thiếu khí. Các nhân viên tại resort rất ngoan, lễ phép và quý trẻ nhỏ. Nhà tôi đặt 3 phòng hướng vườn, nhưng được nâng lên 2 phòng hướng hồ súng và 1 phòng hướng vườn. Thích nhất là chị thuỷ quản lý sáng nào cũng đi từng bàn chào hỏi mọi người. Tôi rất vui vì đã chọn casa marina cho gia đình. Bố mẹ và các con tôi rất thích khu resort. Rất mong sẽ còn trở lại!"
Quy Nhơn,Casa Marina Resort,GoogleMap,NGUYEN T. T.,"5,2",25/01/2018,Resort mới xây nên còn nhiều thứ chưa đâu vào đâu
Quy Nhơn,Casa Marina Resort,Traveloka,ta huy t.,"9,7",19/04/2019,"Rất nhiều điều hài lòng khi nghỉ tại đây, phong cảnh đẹp, nhân viên chu đáo, hồ bơi tuyệt vời, bên cạnh là làng chài nên rất tiện nếu muốn ăn uống, tìm hiểu cuộc sống người dân địa phương"
Quy Nhơn,Casa Marina Resort,Traveloka,Truong T. H.,"9,7",14/05/2019,"Tôi rất hài lòng về chuyến đi vừa rồi, từ phòng cho đến dịch vụ. Sẽ quay lại vào thời gian sớm nhất."
Quy Nhơn,Casa Marina Resort,Traveloka,Satohchan,"8,6",22/05/2019,"Resort yên tĩnh thích hợp cho những ai muốn nghỉ dưỡng. Tuy nhiên xung quanh không có hàng ăn uống vì cách hơi xa trung tâm, đồ ăn của resort chán và chưa đa dạng. Phòng hơi bé so với tiêu chuẩn. Biển mình cảm giác không được sạch lắm vì nhiều tàu đánh cá. Không phải là bãi tắm."
Quy Nhơn,Casa Marina Resort,Traveloka,Phung T. S.,"6,0",24/05/2019,"Không gian resort khá nhỏ, bể bơi thì cực kì nhỏ, thuyển kayak có 1 2 cái để trưng bày, không thấy hướng dẫn sử dụng, bãi biển cũng không có rào chắn bằng phao nên khách không dám đưa thuyền xuống bơi. Đồ ăn thì cực kì là tệ, hải sản không tươi, mình ăn xuất 700k 2 người mà được lèo phèo vài thứ, nồi lẩu hải sản mà nước trong như nước luộc rau, sò huyết bị hư vỡ cả ruột ra, có ý kiến thì nhà bếp bảo hải sản mùa này nó vậy ))). Mình có phải lần đầu ăn đâu mà không biết. Nhân viên phục vụ thì tận tình nhưng thiếu chuyên nghiệp, lúc mình tới không có nhânviên xuống đón hành lý, phải tự lên báo lễ tân, đang nghỉ trưa thì có nhânviên gõ cửa bảo đem bánh ít, trong khi bánh chào mừng thì phải cbi trước. Nhìn chung là rất không hài lòng."
Quy Nhơn,Casa Marina Resort,Traveloka,Nguyen T. M. H.,"9,3",14/06/2019,"Nơi tuyệt vời cho đến nay. Không có gì thực sự để phàn nàn ngoại trừ thức ăn trong nhà hàng. Họ cần nâng cấp thực đơn cho bữa sáng vì nó có những lựa chọn hạn chế so với mức giá họ đưa ra. Một thực đơn gọi món cũng không ngon vì tôi có một món súp rất mặn tôi đã gửi món ăn trở lại nhà bếp nhưng không nhận được phản hồi nào cả. Ngoài chất lượng thực phẩm của họ, không có gì để phàn nàn. Phòng sạch sẽ. Cảnh quan đẹp. Nhân viên thân thiện và niềm nở."
Quy Nhơn,Casa Marina Resort,Traveloka,To Thuy A. T.,"9,6",24/06/2019,"Tôi đã có một kì nghĩ rất tuyệt tại đây, không gian yên tĩnh thích hợp cho nghĩ dưỡng. Phòng cũng sạch sẽ, bãi biển nước trong,ăn uống cũng rất tiện ngay dưới biển. Mình ở phòng ngay lầu 2 nên thấy bao quát được resort và nhìn ra được biển. Ở đây nếu các bạn mà ở phòng tầng trệt và lầu 1 thì không thấy được biển nhé. Ở nhà hàng đồ ăn không đắt mỗi món làm cũng rất nhiều, nêm nếm thì tạm ổn, chỉ có ăn sáng rất ít món và không được ngon."
Quy Nhơn,Casa Marina Resort,Traveloka,Hi Nguyn,"9,4",24/08/2019,"Thật tốt, tôi cảm thấy thoải mái với phòng amp dịch vụ. Phòng có tầm nhìn rộng, nội thất mới và hợp lý, thiết bị tốt cho 4 nhân viên thân thiện và sẵn sàng phục vụ tôi thích bể bơi và khu vực trò chơi. Tôi hy vọng họ có bồn tắm và giải quyết mùi hôi trong phòng tắm. Tôi thích bãi biển của khu nghỉ mát, nó rất vui nhưng không phải là bãi biển riêng nên tôi quan tâm đến an ninh"
Quy Nhơn,Casa Marina Resort,Traveloka,Nguyen K. D.,"6,0",26/08/2019,"Phục vụ kém, phản ánh mà không có quản lý buổi tối"
